story_id,persona,authenticity_score,emotion_provoking_score,empathy_score,engagement_score,narrative_complexity_score,human_likeness_score,persona_id,time_taken,average
1,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you analyze the structural and thematic intricacy of the plot, character development, and the use of literary devices.",4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.871035814285278,
1,Average across personas,4.0,5.0,4.2,5.0,4.0,5.0,,,True
2,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you specialize in evaluating the genuineness and believability of characters, dialogue, and scenarios in stories.",4.0,5.0,4.0,5.0,4.0,5.0,0.0,3.8858776092529297,
2,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you focus on identifying and assessing moments in the narrative that effectively evoke empathetic connections with the characters.",4.0,5.0,4.0,5.0,4.0,5.0,1.0,4.486936330795288,
2,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you evaluate how well a story captures and maintains the reader's interest through pacing, suspense, and narrative flow.",4.0,5.0,4.0,5.0,4.0,5.0,2.0,4.460218906402588,
2,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you examine the text for its ability to provoke a wide range of intense emotional responses in the reader.",4.0,5.0,4.0,5.0,4.0,5.0,3.0,4.398605108261108,
2,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you analyze the structural and thematic intricacy of the plot, character development, and the use of literary devices.",4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.361443519592285,
2,Average across personas,4.0,5.0,4.0,5.0,4.0,5.0,,,True
3,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you specialize in evaluating the genuineness and believability of characters, dialogue, and scenarios in stories.",2.0,3.0,2.0,3.0,2.0,2.0,0.0,4.321009397506714,
3,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you focus on identifying and assessing moments in the narrative that effectively evoke empathetic connections with the characters.",2.0,3.0,2.0,3.0,2.0,2.0,1.0,4.513264417648315,
3,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you evaluate how well a story captures and maintains the reader's interest through pacing, suspense, and narrative flow.",2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.383429050445557,
3,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you examine the text for its ability to provoke a wide range of intense emotional responses in the reader.",2.0,4.0,3.0,4.0,3.0,2.0,3.0,4.321002006530762,
3,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you analyze the structural and thematic intricacy of the plot, character development, and the use of literary devices.",2.0,3.0,2.0,3.0,4.0,2.0,4.0,4.268923759460449,
3,Average across personas,2.0,3.2,2.2,3.2,2.6,2.0,,,True
4,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you specialize in evaluating the genuineness and believability of characters, dialogue, and scenarios in stories.",4.0,5.0,4.0,5.0,4.0,5.0,0.0,4.127912282943726,
4,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you focus on identifying and assessing moments in the narrative that effectively evoke empathetic connections with the characters.",4.0,5.0,4.0,5.0,4.0,5.0,1.0,4.1323401927948,
4,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you evaluate how well a story captures and maintains the reader's interest through pacing, suspense, and narrative flow.",4.0,5.0,4.0,5.0,4.0,5.0,2.0,3.989753246307373,
4,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you examine the text for its ability to provoke a wide range of intense emotional responses in the reader.",4.0,5.0,4.0,5.0,4.0,5.0,3.0,4.122530937194824,
4,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you analyze the structural and thematic intricacy of the plot, character development, and the use of literary devices.",4.0,5.0,4.0,5.0,4.0,5.0,4.0,3.8693532943725586,
4,Average across personas,4.0,5.0,4.0,5.0,4.0,5.0,,,True
5,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you specialize in evaluating the genuineness and believability of characters, dialogue, and scenarios in stories.",4.0,5.0,5.0,5.0,5.0,5.0,0.0,4.06857442855835,
5,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you focus on identifying and assessing moments in the narrative that effectively evoke empathetic connections with the characters.",4.0,5.0,5.0,5.0,5.0,5.0,1.0,4.217482328414917,
5,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you evaluate how well a story captures and maintains the reader's interest through pacing, suspense, and narrative flow.",4.0,5.0,5.0,5.0,5.0,5.0,2.0,4.135915994644165,
5,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you examine the text for its ability to provoke a wide range of intense emotional responses in the reader.",4.0,5.0,5.0,5.0,5.0,5.0,3.0,4.180907487869263,
5,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you analyze the structural and thematic intricacy of the plot, character development, and the use of literary devices.",4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.10304069519043,
5,Average across personas,4.0,5.0,5.0,5.0,5.0,5.0,,,True
6,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you specialize in evaluating the genuineness and believability of characters, dialogue, and scenarios in stories.",4.0,4.0,4.0,4.0,4.0,5.0,0.0,4.12511944770813,
6,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you focus on identifying and assessing moments in the narrative that effectively evoke empathetic connections with the characters.",4.0,5.0,5.0,4.0,4.0,5.0,1.0,4.082557439804077,
6,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you evaluate how well a story captures and maintains the reader's interest through pacing, suspense, and narrative flow.",4.0,4.0,5.0,4.0,4.0,5.0,2.0,3.9762730598449707,
6,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you examine the text for its ability to provoke a wide range of intense emotional responses in the reader.",4.0,5.0,5.0,5.0,4.0,5.0,3.0,4.142791986465454,
6,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you analyze the structural and thematic intricacy of the plot, character development, and the use of literary devices.",4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.046027183532715,
6,Average across personas,4.0,4.4,4.8,4.2,4.0,5.0,,,True
7,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you specialize in evaluating the genuineness and believability of characters, dialogue, and scenarios in stories.",2.0,2.0,2.0,3.0,2.0,4.0,0.0,3.184770107269287,
7,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you focus on identifying and assessing moments in the narrative that effectively evoke empathetic connections with the characters.",2.0,2.0,2.0,2.0,2.0,4.0,1.0,3.489793300628662,
7,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you evaluate how well a story captures and maintains the reader's interest through pacing, suspense, and narrative flow.",2.0,2.0,2.0,3.0,2.0,4.0,2.0,3.1801538467407227,
7,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you examine the text for its ability to provoke a wide range of intense emotional responses in the reader.",2.0,2.0,2.0,3.0,2.0,4.0,3.0,3.2019684314727783,
7,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you analyze the structural and thematic intricacy of the plot, character development, and the use of literary devices.",2.0,2.0,2.0,3.0,2.0,4.0,4.0,3.2081358432769775,
7,Average across personas,2.0,2.0,2.0,2.8,2.0,4.0,,,True
8,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you specialize in evaluating the genuineness and believability of characters, dialogue, and scenarios in stories.",4.0,5.0,5.0,5.0,4.0,5.0,0.0,4.2180914878845215,
8,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you focus on identifying and assessing moments in the narrative that effectively evoke empathetic connections with the characters.",4.0,5.0,5.0,5.0,4.0,5.0,1.0,4.217332363128662,
8,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you evaluate how well a story captures and maintains the reader's interest through pacing, suspense, and narrative flow.",4.0,5.0,5.0,4.0,4.0,5.0,2.0,4.228648900985718,
8,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you examine the text for its ability to provoke a wide range of intense emotional responses in the reader.",4.0,5.0,5.0,5.0,4.0,5.0,3.0,4.126143455505371,
8,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you analyze the structural and thematic intricacy of the plot, character development, and the use of literary devices.",4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0550031661987305,
8,Average across personas,4.0,5.0,5.0,4.8,4.0,5.0,,,True
9,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you specialize in evaluating the genuineness and believability of characters, dialogue, and scenarios in stories.",4.0,5.0,4.0,5.0,4.0,5.0,0.0,4.370413303375244,
9,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you focus on identifying and assessing moments in the narrative that effectively evoke empathetic connections with the characters.",4.0,5.0,4.0,5.0,4.0,5.0,1.0,4.2347798347473145,
9,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you evaluate how well a story captures and maintains the reader's interest through pacing, suspense, and narrative flow.",4.0,5.0,4.0,5.0,4.0,5.0,2.0,4.0698792934417725,
9,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you examine the text for its ability to provoke a wide range of intense emotional responses in the reader.",4.0,5.0,4.0,5.0,4.0,5.0,3.0,4.147892236709595,
9,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you analyze the structural and thematic intricacy of the plot, character development, and the use of literary devices.",4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.171487808227539,
9,Average across personas,4.0,5.0,4.0,5.0,4.0,5.0,,,True
j5eqypx,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you specialize in evaluating the genuineness and believability of characters, dialogue, and scenarios in stories.",4.0,2.0,1.0,3.0,2.0,2.0,0.0,3.2782135009765625,
j5eqypx,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you focus on identifying and assessing moments in the narrative that effectively evoke empathetic connections with the characters.",2.0,4.0,3.0,4.0,2.0,2.0,1.0,3.287079334259033,
j5eqypx,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you evaluate how well a story captures and maintains the reader's interest through pacing, suspense, and narrative flow.",2.0,4.0,2.0,4.0,1.0,2.0,2.0,3.4179439544677734,
j5eqypx,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you examine the text for its ability to provoke a wide range of intense emotional responses in the reader.",4.0,5.0,3.0,5.0,2.0,2.0,3.0,3.1410062313079834,
j5eqypx,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you analyze the structural and thematic intricacy of the plot, character development, and the use of literary devices.",2.0,3.0,2.0,4.0,1.0,2.0,4.0,3.12937068939209,
j5eqypx,Average across personas,2.8,3.6,2.2,4.0,1.6,2.0,,,True
11,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you specialize in evaluating the genuineness and believability of characters, dialogue, and scenarios in stories.",4.0,4.0,4.0,5.0,5.0,5.0,0.0,5.0694684982299805,
11,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you focus on identifying and assessing moments in the narrative that effectively evoke empathetic connections with the characters.",4.0,4.0,4.0,4.0,5.0,5.0,1.0,4.972158670425415,
11,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you evaluate how well a story captures and maintains the reader's interest through pacing, suspense, and narrative flow.",4.0,4.0,4.0,5.0,5.0,5.0,2.0,5.38336706161499,
11,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you examine the text for its ability to provoke a wide range of intense emotional responses in the reader.",4.0,5.0,4.0,5.0,5.0,5.0,3.0,5.1428375244140625,
11,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you analyze the structural and thematic intricacy of the plot, character development, and the use of literary devices.",4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.15324592590332,
11,Average across personas,4.0,4.2,4.0,4.8,5.0,5.0,,,True
12,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you specialize in evaluating the genuineness and believability of characters, dialogue, and scenarios in stories.",4.0,5.0,5.0,5.0,4.0,5.0,0.0,4.944066524505615,
12,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you focus on identifying and assessing moments in the narrative that effectively evoke empathetic connections with the characters.",4.0,5.0,5.0,5.0,4.0,5.0,1.0,4.689757585525513,
12,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you evaluate how well a story captures and maintains the reader's interest through pacing, suspense, and narrative flow.",4.0,5.0,5.0,5.0,4.0,5.0,2.0,4.762993574142456,
12,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you examine the text for its ability to provoke a wide range of intense emotional responses in the reader.",4.0,5.0,5.0,5.0,4.0,5.0,3.0,4.66606879234314,
12,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you analyze the structural and thematic intricacy of the plot, character development, and the use of literary devices.",4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.730405807495117,
12,Average across personas,4.0,5.0,5.0,5.0,4.0,5.0,,,True
13,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you specialize in evaluating the genuineness and believability of characters, dialogue, and scenarios in stories.",4.0,4.0,4.0,4.0,4.0,4.0,0.0,3.761934518814087,
13,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you focus on identifying and assessing moments in the narrative that effectively evoke empathetic connections with the characters.",4.0,5.0,4.0,5.0,4.0,5.0,1.0,3.911367893218994,
13,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you evaluate how well a story captures and maintains the reader's interest through pacing, suspense, and narrative flow.",4.0,4.0,4.0,4.0,4.0,5.0,2.0,3.878586530685425,
13,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you examine the text for its ability to provoke a wide range of intense emotional responses in the reader.",4.0,5.0,4.0,5.0,4.0,5.0,3.0,3.881340265274048,
13,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you analyze the structural and thematic intricacy of the plot, character development, and the use of literary devices.",4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.8923277854919434,
13,Average across personas,4.0,4.4,4.0,4.4,4.0,4.8,,,True
14,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you specialize in evaluating the genuineness and believability of characters, dialogue, and scenarios in stories.",4.0,5.0,4.0,5.0,4.0,5.0,0.0,4.053526878356934,
14,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you focus on identifying and assessing moments in the narrative that effectively evoke empathetic connections with the characters.",4.0,5.0,4.0,5.0,4.0,5.0,1.0,4.0103535652160645,
14,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you evaluate how well a story captures and maintains the reader's interest through pacing, suspense, and narrative flow.",4.0,5.0,4.0,5.0,4.0,5.0,2.0,3.934009313583374,
14,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you examine the text for its ability to provoke a wide range of intense emotional responses in the reader.",4.0,5.0,4.0,5.0,4.0,5.0,3.0,3.9229838848114014,
14,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you analyze the structural and thematic intricacy of the plot, character development, and the use of literary devices.",4.0,5.0,4.0,5.0,4.0,5.0,4.0,3.916910409927368,
14,Average across personas,4.0,5.0,4.0,5.0,4.0,5.0,,,True
15,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you specialize in evaluating the genuineness and believability of characters, dialogue, and scenarios in stories.",2.0,4.0,3.0,4.0,3.0,2.0,0.0,4.184906005859375,
15,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you focus on identifying and assessing moments in the narrative that effectively evoke empathetic connections with the characters.",2.0,4.0,4.0,4.0,3.0,3.0,1.0,4.321491479873657,
15,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you evaluate how well a story captures and maintains the reader's interest through pacing, suspense, and narrative flow.",2.0,4.0,3.0,4.0,3.0,3.0,2.0,4.127269506454468,
15,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you examine the text for its ability to provoke a wide range of intense emotional responses in the reader.",2.0,4.0,3.0,4.0,3.0,3.0,3.0,4.076457262039185,
15,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you analyze the structural and thematic intricacy of the plot, character development, and the use of literary devices.",2.0,4.0,3.0,4.0,3.0,2.0,4.0,4.167385101318359,
15,Average across personas,2.0,4.0,3.2,4.0,3.0,2.6,,,True
16,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you specialize in evaluating the genuineness and believability of characters, dialogue, and scenarios in stories.",4.0,5.0,4.0,5.0,4.0,4.0,0.0,4.279728651046753,
16,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you focus on identifying and assessing moments in the narrative that effectively evoke empathetic connections with the characters.",4.0,5.0,4.0,5.0,4.0,5.0,1.0,4.32807183265686,
16,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you evaluate how well a story captures and maintains the reader's interest through pacing, suspense, and narrative flow.",4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.3549840450286865,
16,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you examine the text for its ability to provoke a wide range of intense emotional responses in the reader.",4.0,5.0,4.0,5.0,4.0,5.0,3.0,4.262017011642456,
16,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you analyze the structural and thematic intricacy of the plot, character development, and the use of literary devices.",4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.199679851531982,
16,Average across personas,4.0,4.8,4.0,4.8,4.2,4.6,,,True
17,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you specialize in evaluating the genuineness and believability of characters, dialogue, and scenarios in stories.",4.0,5.0,5.0,4.0,4.0,5.0,0.0,3.9488325119018555,
17,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you focus on identifying and assessing moments in the narrative that effectively evoke empathetic connections with the characters.",4.0,5.0,5.0,4.0,4.0,5.0,1.0,3.98516845703125,
17,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you evaluate how well a story captures and maintains the reader's interest through pacing, suspense, and narrative flow.",4.0,5.0,5.0,4.0,4.0,5.0,2.0,4.084922790527344,
17,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you examine the text for its ability to provoke a wide range of intense emotional responses in the reader.",4.0,5.0,5.0,4.0,4.0,5.0,3.0,4.064236164093018,
17,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you analyze the structural and thematic intricacy of the plot, character development, and the use of literary devices.",4.0,5.0,5.0,4.0,4.0,5.0,4.0,3.974781036376953,
17,Average across personas,4.0,5.0,5.0,4.0,4.0,5.0,,,True
18,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you specialize in evaluating the genuineness and believability of characters, dialogue, and scenarios in stories.",4.0,4.0,5.0,4.0,4.0,5.0,0.0,4.0653955936431885,
18,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you focus on identifying and assessing moments in the narrative that effectively evoke empathetic connections with the characters.",4.0,4.0,5.0,4.0,4.0,5.0,1.0,3.969562292098999,
18,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you evaluate how well a story captures and maintains the reader's interest through pacing, suspense, and narrative flow.",4.0,4.0,5.0,4.0,4.0,5.0,2.0,4.174003839492798,
18,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you examine the text for its ability to provoke a wide range of intense emotional responses in the reader.",4.0,4.0,5.0,4.0,4.0,5.0,3.0,3.998156785964966,
18,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you analyze the structural and thematic intricacy of the plot, character development, and the use of literary devices.",4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.073590278625488,
18,Average across personas,4.0,4.0,5.0,4.0,4.0,5.0,,,True
19,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you specialize in evaluating the genuineness and believability of characters, dialogue, and scenarios in stories.",5.0,5.0,5.0,5.0,5.0,5.0,0.0,4.23863673210144,
19,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you focus on identifying and assessing moments in the narrative that effectively evoke empathetic connections with the characters.",5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.1655049324035645,
19,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you evaluate how well a story captures and maintains the reader's interest through pacing, suspense, and narrative flow.",5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.174704074859619,
19,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you examine the text for its ability to provoke a wide range of intense emotional responses in the reader.",5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.09034538269043,
19,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you analyze the structural and thematic intricacy of the plot, character development, and the use of literary devices.",5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.9927241802215576,
19,Average across personas,5.0,5.0,5.0,5.0,5.0,5.0,,,True
20,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you specialize in evaluating the genuineness and believability of characters, dialogue, and scenarios in stories.",4.0,5.0,4.0,5.0,4.0,5.0,0.0,3.973433494567871,
20,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you focus on identifying and assessing moments in the narrative that effectively evoke empathetic connections with the characters.",4.0,5.0,5.0,5.0,4.0,5.0,1.0,4.012593507766724,
20,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you evaluate how well a story captures and maintains the reader's interest through pacing, suspense, and narrative flow.",4.0,5.0,4.0,5.0,4.0,5.0,2.0,4.111591815948486,
20,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you examine the text for its ability to provoke a wide range of intense emotional responses in the reader.",4.0,5.0,4.0,5.0,4.0,5.0,3.0,4.163899898529053,
20,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you analyze the structural and thematic intricacy of the plot, character development, and the use of literary devices.",4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.240958213806152,
20,Average across personas,4.0,5.0,4.2,5.0,4.0,5.0,,,True
21,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you specialize in evaluating the genuineness and believability of characters, dialogue, and scenarios in stories.",4.0,5.0,4.0,4.0,4.0,5.0,0.0,3.4633188247680664,
21,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you focus on identifying and assessing moments in the narrative that effectively evoke empathetic connections with the characters.",4.0,5.0,5.0,4.0,4.0,5.0,1.0,3.3280422687530518,
21,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you evaluate how well a story captures and maintains the reader's interest through pacing, suspense, and narrative flow.",4.0,5.0,4.0,4.0,4.0,5.0,2.0,3.3929948806762695,
21,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you examine the text for its ability to provoke a wide range of intense emotional responses in the reader.",4.0,5.0,4.0,5.0,4.0,5.0,3.0,3.45336651802063,
21,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you analyze the structural and thematic intricacy of the plot, character development, and the use of literary devices.",4.0,5.0,4.0,4.0,4.0,5.0,4.0,3.1542279720306396,
21,Average across personas,4.0,5.0,4.2,4.2,4.0,5.0,,,True
22,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you specialize in evaluating the genuineness and believability of characters, dialogue, and scenarios in stories.",4.0,5.0,5.0,4.0,5.0,5.0,0.0,4.0912089347839355,
22,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you focus on identifying and assessing moments in the narrative that effectively evoke empathetic connections with the characters.",4.0,5.0,5.0,4.0,4.0,5.0,1.0,4.056593179702759,
22,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you evaluate how well a story captures and maintains the reader's interest through pacing, suspense, and narrative flow.",4.0,5.0,4.0,4.0,4.0,5.0,2.0,4.063058853149414,
22,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you examine the text for its ability to provoke a wide range of intense emotional responses in the reader.",4.0,5.0,5.0,4.0,4.0,5.0,3.0,4.111211776733398,
22,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you analyze the structural and thematic intricacy of the plot, character development, and the use of literary devices.",4.0,5.0,5.0,4.0,5.0,5.0,4.0,3.973365068435669,
22,Average across personas,4.0,5.0,4.8,4.0,4.4,5.0,,,True
23,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you specialize in evaluating the genuineness and believability of characters, dialogue, and scenarios in stories.",4.0,5.0,4.0,5.0,4.0,4.0,0.0,4.092144727706909,
23,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you focus on identifying and assessing moments in the narrative that effectively evoke empathetic connections with the characters.",4.0,5.0,5.0,5.0,4.0,5.0,1.0,3.925997495651245,
23,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you evaluate how well a story captures and maintains the reader's interest through pacing, suspense, and narrative flow.",4.0,5.0,4.0,5.0,4.0,5.0,2.0,3.9663472175598145,
23,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you examine the text for its ability to provoke a wide range of intense emotional responses in the reader.",4.0,5.0,5.0,5.0,4.0,5.0,3.0,3.8794445991516113,
23,"You are a helpful AI who specializes in evaluating the psychological depth present in stories. In particular, you analyze the structural and thematic intricacy of the plot, character development, and the use of literary devices.",4.0,5.0,5.0,5.0,4.0,5.0,4.0,3.9671781063079834,
23,Average across personas,4.0,5.0,4.6,5.0,4.0,4.8,,,True
