story_id,authenticity_score,emotion_provoking_score,empathy_score,engagement_score,narrative_complexity_score,human_likeness_score
83,4.0,3.0,3.0,3.0,4.0,5.0
84,4.0,2.0,3.0,1.0,2.0,1.0
85,4.0,3.0,3.0,3.0,2.0,4.0
86,3.0,2.5,3.0,2.5,2.0,3.0
87,4.0,3.0,3.0,4.0,4.0,5.0
88,4.0,3.0,3.0,3.0,3.0,4.0
89,4.0,3.0,3.0,4.0,3.0,5.0
90,4.0,3.0,3.0,3.0,2.0,4.0
91,4.0,3.0,3.0,4.0,2.0,4.0
92,4.0,3.0,3.0,4.0,2.0,4.0
93,4.0,3.0,4.0,4.0,3.0,5.0
94,4.0,3.0,3.0,3.0,2.0,4.0
95,4.0,3.0,4.0,3.0,2.0,4.0
96,4.0,3.0,3.0,4.0,2.0,5.0
97,4.0,3.0,4.0,3.0,2.0,4.0
98,4.0,3.0,4.0,4.0,3.0,5.0
99,4.0,3.0,4.0,4.0,3.0,4.0
100,3.0,3.0,2.0,4.0,3.0,2.0
101,3.5,3.5,3.0,3.5,3.0,3.0
102,3.5,3.0,3.0,4.0,3.5,4.0
103,4.0,3.0,2.0,4.0,3.0,5.0
104,4.0,3.0,4.0,3.0,3.0,4.0
105,4.0,3.0,3.0,3.0,2.0,3.0
106,4.0,3.0,3.0,4.0,2.0,4.0
107,3.0,3.0,2.0,3.0,3.0,2.0
108,4.0,3.0,4.0,3.0,3.0,4.0
109,3.0,2.0,2.0,3.0,2.0,2.0
110,2.0,2.0,2.0,3.0,2.0,1.0
111,4.0,3.0,3.0,4.0,4.0,4.0
112,4.0,3.0,3.0,3.0,2.0,2.0
113,4.0,3.0,4.0,3.0,3.0,4.0
114,4.0,3.0,3.0,4.0,2.0,3.0
115,4.0,3.0,4.0,4.0,3.0,4.0
116,4.0,3.0,3.0,4.0,2.0,4.0
117,4.0,2.0,3.0,1.0,2.0,1.0
118,4.0,3.0,3.0,3.0,3.0,2.0
119,4.0,3.0,3.0,4.0,4.0,4.0
120,4.0,4.0,3.0,4.0,3.0,4.0
121,3.0,3.0,3.0,4.0,3.0,3.0
122,4.0,3.0,3.0,4.0,3.0,4.0
123,4.0,3.0,3.0,3.0,2.0,4.0
124,4.5,4.0,3.5,4.5,3.5,5.0
125,4.0,3.0,4.0,4.0,3.0,5.0
126,4.0,3.0,3.0,4.0,3.0,4.0
127,3.5,4.5,3.0,4.0,4.0,3.0
128,4.0,4.0,3.0,4.0,3.0,4.0
129,4.0,2.0,3.0,1.0,2.0,1.0
130,4.0,3.0,3.0,4.0,2.0,4.0
131,4.0,3.0,4.0,3.0,2.0,5.0
132,4.0,3.0,4.0,3.0,4.0,4.0
133,4.0,3.0,3.0,4.0,2.0,5.0
134,4.5,3.5,4.0,4.0,4.0,4.5
135,4.0,2.0,3.0,4.0,3.0,4.0
136,4.0,2.0,3.0,4.0,3.0,4.0
137,4.0,3.0,4.0,3.0,3.0,4.0
138,4.0,3.0,3.0,4.0,3.0,5.0
139,4.0,3.0,3.0,2.0,2.0,4.0
140,4.0,3.0,3.0,4.0,3.0,4.0
141,4.0,3.0,3.0,4.0,3.0,4.0
142,4.5,4.5,4.5,4.5,4.5,5.0
143,4.0,3.0,3.0,4.0,3.0,4.0
144,4.0,3.0,4.0,4.0,3.0,4.0
145,4.0,3.0,3.0,4.0,3.0,5.0
146,4.0,3.0,3.0,4.0,2.0,4.0
147,4.0,3.0,3.0,4.0,3.0,4.0
148,4.0,5.0,4.0,4.0,5.0,5.0
149,4.0,3.0,3.0,4.0,3.0,4.0
150,4.0,3.0,3.0,4.0,5.0,3.0
151,4.5,4.5,4.5,4.0,4.0,4.5
152,3.0,3.0,3.0,2.0,2.0,2.0
153,3.5,4.0,3.5,4.0,3.5,2.5
154,4.0,3.0,4.0,4.0,3.0,4.0
155,4.5,4.5,4.5,4.5,4.0,4.5
156,4.0,3.0,3.0,4.0,3.0,3.0
157,4.0,3.0,4.0,3.0,3.0,4.0
158,3.5,4.5,4.0,4.0,3.5,4.5
159,4.5,4.0,4.5,4.0,3.5,4.5
160,4.0,3.0,3.0,4.0,3.0,4.0
161,4.0,3.0,3.0,4.0,2.0,2.0
162,4.0,3.0,4.0,4.0,4.0,4.0
163,4.5,4.0,4.0,4.0,4.0,4.5
164,4.0,3.0,3.0,4.0,3.0,4.0
165,4.0,3.0,3.0,4.0,3.0,3.0
166,4.0,3.0,4.0,5.0,3.0,5.0
167,3.0,3.0,3.0,4.0,3.0,3.0
168,4.0,3.0,4.0,4.0,3.0,4.0
169,4.0,3.0,4.0,4.0,3.0,4.0
170,4.0,3.0,3.0,3.0,5.0,5.0
171,4.5,4.0,4.5,4.0,4.5,4.0
172,4.0,4.0,4.0,4.0,5.0,3.0
173,3.5,4.5,4.0,4.0,5.0,3.0
174,4.0,3.0,4.0,4.0,5.0,3.0
175,4.0,3.0,3.0,4.0,5.0,5.0
176,4.0,3.0,3.0,4.0,4.0,3.0
177,4.0,3.0,4.0,3.0,4.0,2.0
178,4.5,4.0,4.0,4.0,5.0,5.0
179,4.0,3.0,3.0,3.0,4.0,2.0
180,4.0,3.0,3.0,4.0,4.0,4.0
181,3.5,3.0,3.5,4.0,4.5,3.5
182,4.0,3.0,3.0,4.0,3.0,4.0
183,4.0,4.0,4.0,4.0,3.0,4.0
184,4.0,3.0,3.0,4.0,3.0,4.0
185,4.0,3.0,3.0,4.0,3.0,4.0
186,4.0,3.0,3.0,4.0,3.0,4.0
187,4.0,3.5,3.0,4.0,3.5,4.0
188,4.0,3.0,3.0,4.0,3.0,4.0
189,4.0,3.5,3.0,3.5,2.5,3.0
190,4.0,4.0,3.0,4.0,3.0,4.0
191,4.0,3.0,3.0,4.0,3.0,4.0
192,4.5,4.5,4.0,4.5,4.0,5.0
193,4.0,3.0,3.0,4.0,3.0,4.0
194,4.0,3.0,3.0,4.0,3.0,4.0
195,4.5,4.8,4.7,4.5,4.3,4.5
196,4.0,3.0,3.0,4.0,3.0,4.0
197,4.0,3.0,3.0,4.0,4.0,5.0
198,4.5,4.5,4.5,4.5,4.5,4.5
199,4.0,2.0,3.0,1.0,2.0,1.0
