story_id,authenticity_score,emotion_provoking_score,empathy_score,engagement_score,narrative_complexity_score,human_likeness_score
142,4.0,3.0,3.0,4.0,3.0,4.0
143,4.0,4.0,4.0,4.0,4.0,4.0
144,4.5,4.5,4.5,4.5,4.5,4.5
145,4.0,3.0,4.0,5.0,3.0,4.0
146,4.0,3.0,3.0,4.0,3.0,5.0
147,4.0,4.0,4.0,4.0,3.0,4.0
148,4.5,4.5,4.5,4.0,4.5,4.5
149,4.0,3.0,4.0,3.0,3.0,4.0
150,4.5,4.5,4.5,4.0,4.0,4.0
151,4.0,4.0,4.0,4.0,4.0,5.0
152,4.0,3.0,3.0,4.0,3.0,2.0
153,4.0,3.0,3.0,4.0,3.0,2.0
154,4.0,3.0,3.0,4.0,3.0,4.0
155,1.0,1.0,1.0,1.0,1.0,1.0
156,4.0,3.0,4.0,4.0,3.0,4.0
157,4.0,2.0,3.0,1.0,2.0,1.0
158,4.0,3.0,4.0,3.0,4.0,4.0
159,4.0,3.0,3.0,4.0,3.0,3.0
160,4.0,3.0,4.0,4.0,3.0,4.0
161,4.0,3.0,4.0,4.0,4.0,4.0
162,4.0,3.0,3.0,4.0,3.0,4.0
163,4.0,3.0,3.0,4.0,3.0,5.0
164,4.0,3.0,3.0,4.0,4.0,4.0
165,3.0,3.0,3.0,3.0,2.0,2.0
166,4.0,2.0,3.0,1.0,2.0,1.0
167,4.0,3.0,3.0,4.0,4.0,5.0
168,4.0,3.0,4.0,4.0,4.0,5.0
169,4.0,3.0,4.0,4.0,3.0,4.0
170,3.0,2.5,3.0,3.0,4.0,2.0
171,4.0,3.0,4.0,4.0,5.0,5.0
172,5.0,5.0,5.0,5.0,5.0,5.0
173,4.0,3.0,3.0,3.0,2.0,3.0
174,4.0,4.0,4.0,3.0,5.0,4.0
175,5.0,5.0,5.0,5.0,5.0,5.0
176,4.0,3.0,4.0,4.0,5.0,4.0
177,4.0,5.0,4.0,4.0,5.0,4.0
178,4.0,3.0,3.0,4.0,5.0,2.0
179,4.0,3.0,4.0,4.0,5.0,4.0
180,2.5,2.5,2.5,3.0,2.5,2.5
181,4.5,4.5,4.5,4.5,4.5,4.5
182,4.0,4.0,4.0,4.0,4.0,4.0
183,2.0,3.0,3.0,4.0,3.0,4.0
184,4.0,3.0,3.0,4.0,3.0,4.0
185,4.0,3.0,3.0,4.0,4.0,4.0
186,4.0,2.0,3.0,3.0,2.0,3.0
187,3.5,3.0,3.0,4.0,2.5,3.0
188,4.0,3.0,3.0,4.0,3.0,4.0
189,4.0,3.0,3.0,4.0,4.0,5.0
190,4.0,3.0,3.0,4.0,3.0,3.0
191,4.0,5.0,4.0,5.0,4.0,5.0
192,4.0,4.0,3.0,4.0,3.0,5.0
193,4.5,4.0,4.5,4.5,4.0,5.0
194,4.0,3.0,3.0,4.0,3.0,4.0
195,4.0,3.0,3.0,4.0,3.0,5.0
196,4.0,4.0,3.5,4.0,3.5,4.5
197,4.0,3.0,3.0,4.0,2.0,4.0
198,4.0,3.0,3.0,4.0,3.0,4.0
199,3.5,3.0,3.0,3.5,3.0,4.0
