story_id,authenticity_score,emotion_provoking_score,empathy_score,engagement_score,narrative_complexity_score,human_likeness_score
98,5.0,5.0,4.0,5.0,3.0,5.0
99,4.5,4.0,4.5,4.0,3.5,4.5
100,3.5,3.0,2.5,3.0,3.5,3.0
101,4.0,2.0,3.0,4.0,2.0,3.0
102,3.5,3.0,3.0,3.5,3.0,4.0
103,3.5,3.0,3.0,3.5,3.0,4.0
104,4.0,3.0,4.0,4.0,3.0,3.0
105,3.5,3.0,3.0,4.0,2.5,2.0
106,4.0,3.0,3.0,4.0,3.0,4.0
107,3.5,3.0,3.0,3.0,2.5,2.5
108,4.0,3.0,3.0,4.0,3.0,4.0
109,4.0,3.0,3.0,4.0,3.0,4.0
110,4.0,3.0,3.0,4.0,3.0,4.0
111,4.0,3.0,3.0,3.0,2.0,2.0
112,4.0,3.0,3.0,4.0,3.0,4.0
113,3.0,3.0,3.0,3.0,3.0,3.0
114,4.0,4.0,3.5,4.0,3.0,4.5
115,4.0,4.0,4.0,3.0,3.0,4.0
116,4.0,4.0,4.0,4.0,3.0,5.0
117,4.5,4.0,4.0,4.0,4.0,5.0
118,4.0,2.0,3.0,1.0,2.0,1.0
119,4.0,3.0,4.0,4.0,3.0,4.0
120,5.0,5.0,5.0,5.0,4.0,5.0
121,4.5,4.0,4.0,5.0,5.0,5.0
122,3.0,4.0,3.0,2.0,3.0,3.0
123,2.0,2.0,2.0,3.0,2.0,2.0
124,4.0,3.0,3.0,4.0,2.0,4.0
125,2.0,3.0,2.0,3.0,2.0,3.0
126,4.5,4.5,4.5,4.5,4.0,4.5
127,4.0,3.0,3.0,4.0,3.0,4.0
128,4.0,3.0,3.0,4.0,3.0,4.0
129,4.0,3.0,4.0,4.0,3.0,4.0
130,4.0,3.0,4.0,3.0,2.0,5.0
131,4.0,3.0,3.0,4.0,3.0,4.0
132,4.0,3.0,3.0,3.0,3.0,4.0
133,4.0,3.0,3.0,4.0,2.0,4.0
134,4.0,3.0,3.0,2.0,2.0,2.0
135,4.0,3.0,4.0,2.0,3.0,5.0
136,4.0,3.0,3.0,3.0,2.0,3.0
137,4.0,3.0,3.0,4.0,3.0,4.0
138,4.0,3.0,3.0,4.0,2.0,3.0
139,3.5,3.0,3.0,3.5,2.5,3.0
140,4.0,3.0,3.0,4.0,3.0,4.0
141,4.0,3.0,3.0,4.0,4.0,5.0
142,4.0,3.0,3.0,4.0,3.0,4.0
143,4.0,3.0,4.0,4.0,4.0,5.0
144,4.5,3.5,4.0,4.0,4.0,4.5
145,4.0,3.0,3.0,4.0,4.0,4.0
146,4.0,4.0,4.0,4.0,4.0,5.0
147,4.0,3.0,3.0,4.0,3.0,4.0
148,4.0,3.0,3.0,4.0,3.0,4.0
149,4.0,3.0,3.0,4.0,3.0,4.0
150,4.0,3.0,4.0,3.0,3.0,4.0
151,4.0,3.0,3.0,4.0,3.0,4.0
152,4.0,3.0,3.0,3.0,3.0,4.0
153,4.0,3.0,3.0,3.0,3.0,4.0
154,4.0,3.0,4.0,4.0,3.0,5.0
155,4.0,3.0,4.0,4.0,3.0,4.0
156,4.0,3.5,3.0,4.0,3.0,2.5
157,4.0,3.0,4.0,4.0,4.0,5.0
158,4.0,3.0,4.0,4.0,3.0,4.0
159,4.0,4.0,3.5,4.0,3.0,4.0
160,4.0,3.0,4.0,3.0,3.0,4.0
161,4.0,3.0,3.0,4.0,3.0,4.0
162,4.0,3.0,3.0,3.0,4.0,4.0
163,4.0,3.0,3.0,4.0,3.0,4.0
164,4.0,3.0,3.0,4.0,3.0,4.0
165,4.0,3.0,4.0,4.0,3.0,2.0
166,4.5,4.0,4.0,4.0,4.0,4.0
167,4.0,3.0,3.0,4.0,3.0,5.0
168,4.0,3.0,3.0,4.0,3.0,4.0
169,4.0,5.0,5.0,4.0,3.0,5.0
170,4.5,4.0,4.5,4.0,5.0,5.0
171,4.0,3.0,4.0,4.0,5.0,5.0
172,4.0,3.0,4.0,3.0,5.0,4.0
173,4.0,3.0,4.0,4.0,5.0,2.0
174,4.0,3.0,3.0,4.0,5.0,5.0
175,4.0,3.0,3.0,4.0,5.0,2.0
176,4.5,4.0,4.5,4.0,5.0,5.0
177,5.0,5.0,5.0,5.0,5.0,5.0
178,4.0,3.0,3.0,4.0,5.0,2.0
179,4.0,3.0,4.0,3.0,5.0,2.0
180,4.0,3.0,3.0,4.0,3.0,3.0
181,4.5,4.0,4.0,4.0,4.5,5.0
182,4.0,4.0,4.0,4.0,4.0,4.0
183,4.0,4.0,4.0,4.0,3.0,4.0
184,4.0,3.0,3.0,5.0,4.0,4.0
185,4.0,3.0,3.0,4.0,2.0,2.0
186,4.0,3.0,3.0,4.0,3.0,4.0
187,4.0,3.0,3.0,4.0,3.0,4.0
188,4.0,2.0,3.0,1.0,2.0,1.0
189,4.0,3.0,3.0,4.0,3.0,4.0
190,4.0,4.0,4.0,4.0,4.0,5.0
191,4.5,4.0,4.0,4.5,4.0,5.0
192,4.5,4.0,4.5,4.0,3.5,5.0
193,4.0,3.0,3.0,4.0,4.0,5.0
194,4.5,4.0,4.0,4.0,3.5,4.5
195,3.5,3.0,3.5,4.0,3.5,4.0
196,4.0,3.0,3.0,4.0,3.0,5.0
197,4.0,3.0,4.0,3.0,3.0,4.0
198,4.0,3.0,3.0,4.0,2.0,3.0
199,4.0,3.0,3.0,4.0,3.0,4.0
