story_id,authenticity_score,emotion_provoking_score,empathy_score,engagement_score,narrative_complexity_score,human_likeness_score
171,4.5,4.0,4.5,4.0,4.5,4.0
172,4.0,3.0,3.0,3.0,5.0,3.0
173,4.0,5.0,5.0,5.0,5.0,5.0
174,4.5,4.5,4.0,4.5,5.0,4.5
175,4.0,3.0,4.0,4.0,5.0,5.0
176,2.0,3.0,3.0,2.0,4.0,2.0
177,4.5,4.0,4.0,4.5,5.0,4.5
178,4.0,4.0,4.0,4.0,5.0,5.0
179,5.0,5.0,5.0,5.0,5.0,5.0
180,4.0,3.0,3.0,4.0,4.0,5.0
181,4.0,2.0,3.0,4.0,3.0,4.0
182,4.0,3.0,3.0,4.0,4.0,4.0
183,3.5,3.0,2.5,3.5,3.0,3.0
184,4.0,3.0,3.0,4.0,3.0,4.0
185,3.0,3.0,3.0,4.0,4.0,4.0
186,3.5,3.0,3.5,3.5,3.0,3.0
187,4.0,3.5,4.0,4.0,3.5,4.5
188,4.0,2.0,3.0,1.0,2.0,1.0
189,4.2,4.5,4.8,4.3,4.6,4.7
190,4.0,3.0,3.0,4.0,3.0,4.0
191,4.0,3.0,3.0,4.0,4.0,5.0
192,4.0,3.0,4.0,4.0,3.0,4.0
193,4.0,3.0,3.0,4.0,3.0,4.0
194,4.5,4.5,4.5,4.5,4.5,4.5
195,4.0,3.0,3.0,4.0,4.0,5.0
196,4.0,3.0,3.0,4.0,4.0,4.0
197,4.0,3.0,3.0,4.0,3.0,4.0
198,4.0,3.0,3.0,4.0,3.0,4.0
199,4.0,3.0,4.0,4.0,3.0,4.0
